Engine_Type,MTOW_kg,Range_km,Fuel_Consumption_Rate_kg_hr,Cruise_Speed_knots,Cruising_Altitude_ft,Climb_Rate_ft_min,Descent_Rate_ft_min,Landing_Weight_kg,Engine_Efficiency_TSFC,Aerodynamic_Efficiency_LD,Payload_kg,ETOPS_min,APU_Fuel_kg_hr,Wing_Span_m,Fuel_Capacity_L,Flap_Slat_Degrees,Avionics
Jet,119703.83,2423.96,10000.0,478.48,32218.16,2449.62,1893.17,98848.47,0.61,16.86,34006.31,120,38.49,30.0,49971.96,13.46,Modern
Turboprop,24996.65,3000.0,1000.0,240.45,18055.96,1339.26,1057.94,20917.9,0.41,12.16,7533.05,0,9.74,15.0,7695.63,11.76,Legacy
Piston,4790.79,300.0,20.0,151.38,10356.94,639.94,467.97,4026.33,0.6,11.05,1522.68,0,19.22,8.0,100.0,36.97,Modern
Jet,113384.85,2100.93,10000.0,417.88,33204.82,1855.0,1432.31,93387.92,0.5,15.85,33414.77,330,43.72,80.0,37549.26,27.97,Modern
Jet,150061.6,4699.25,1000.0,529.11,27915.07,3288.79,1756.33,129834.55,0.62,10.76,45792.19,120,36.72,80.0,42451.07,12.62,Modern
Jet,128426.07,2000.0,10000.0,411.41,39015.26,2509.9,1663.59,105823.16,0.49,13.91,26208.62,120,53.15,80.0,48638.3,1.18,Modern
Jet,112069.34,13863.27,10000.0,395.93,35478.29,1078.54,853.65,101358.63,0.56,16.73,27091.0,330,35.09,30.0,55133.62,35.51,Legacy
Jet,128645.55,2000.0,1000.0,400.3,36710.95,2222.84,1131.88,111082.8,0.51,15.38,28853.12,180,32.93,30.0,20000.0,21.76,Modern
Turboprop,19962.78,3000.0,1000.0,274.65,21099.76,1176.4,772.93,16538.82,0.34,11.55,6501.76,0,30.63,30.0,7734.5,25.4,Legacy
Piston,4385.45,1041.85,20.0,167.72,9450.1,771.16,409.97,4071.64,0.45,11.74,1037.4,0,23.26,8.0,100.0,31.66,Legacy
Piston,4403.35,641.02,20.0,111.86,8646.33,679.42,475.7,3735.12,0.49,13.05,1934.14,0,30.06,15.0,100.0,16.58,Modern
Turboprop,29795.18,3000.0,1000.0,264.12,23585.91,2016.38,1216.6,28075.68,0.45,9.83,10295.56,0,36.46,15.0,6068.73,25.33,Modern
Turboprop,24005.97,3000.0,1000.0,254.97,19024.16,1898.23,1295.54,20141.64,0.48,13.16,5200.02,0,37.64,15.0,4917.75,4.31,Modern
Jet,88796.82,6484.04,2219.71,474.52,37058.76,1863.53,1262.22,79767.59,0.36,11.82,32608.6,120,79.25,80.0,20000.0,37.0,Legacy
Turboprop,19109.12,2858.36,377.04,220.64,21374.74,2138.69,1436.0,16285.04,0.41,12.05,5580.86,0,19.38,15.0,6066.68,12.58,Legacy
Turboprop,18772.6,3000.0,1000.0,245.9,23369.46,1247.87,732.45,17812.56,0.35,11.05,8546.15,0,29.48,30.0,1000.0,29.76,Modern
Jet,159922.13,10756.76,1000.0,479.7,34264.81,2240.69,1168.19,150476.42,0.57,16.5,39665.52,330,69.25,80.0,76933.06,10.6,Modern
Piston,7412.52,300.0,200.0,92.99,9150.55,876.7,606.73,6955.45,0.33,13.14,1955.66,0,17.43,8.0,100.0,22.88,Modern
Jet,146220.72,2000.0,10000.0,477.35,32283.51,1851.61,1157.04,118429.99,0.66,15.6,49902.53,330,40.01,80.0,37221.78,22.57,Modern
Turboprop,22870.84,2280.19,376.61,237.06,19801.27,2096.55,1211.6,19603.87,0.34,11.26,6025.07,0,38.44,15.0,1900.85,4.88,Legacy
Turboprop,26389.92,2981.04,1000.0,303.8,20297.56,1456.75,1018.25,21581.6,0.48,11.96,6678.44,0,16.2,15.0,8918.45,31.71,Modern
Piston,4851.99,776.86,200.0,66.63,9159.48,768.28,598.21,4568.18,0.57,10.45,1347.97,0,13.85,8.0,1000.0,9.1,Modern
Jet,74949.32,8150.26,10000.0,480.37,31023.09,2071.92,1519.16,66767.66,0.45,14.31,19519.59,60,51.16,80.0,31941.76,10.53,Legacy
Turboprop,17352.54,500.0,50.0,308.43,18610.94,1785.79,1407.18,15697.6,0.36,13.13,8224.46,0,29.87,15.0,3066.13,27.48,Legacy
Jet,125775.18,11317.06,10000.0,442.62,37349.99,2477.03,1940.16,112998.0,0.43,14.37,39469.29,240,32.52,80.0,62275.29,35.09,Legacy
Jet,124988.84,2000.0,1000.0,533.53,40152.63,1733.68,1041.19,104191.6,0.56,14.87,51491.61,180,32.15,30.0,24744.2,15.95,Legacy
Turboprop,19027.41,1741.79,1000.0,251.5,20026.31,1766.23,1040.55,15731.77,0.37,12.18,6536.77,0,26.54,15.0,4742.68,20.66,Modern
Jet,119310.84,12910.56,10000.0,466.96,35464.74,3081.3,1555.02,108493.11,0.67,13.42,34425.05,120,78.4,30.0,27808.92,13.43,Legacy
Turboprop,16035.03,500.0,892.06,262.76,20899.51,1457.79,954.1,13101.79,0.4,12.13,3358.22,0,19.52,15.0,1627.5,38.23,Modern
Jet,152913.96,6334.78,10000.0,502.72,39720.25,1431.56,918.16,141669.81,0.69,17.91,73703.76,60,79.57,80.0,22980.71,11.94,Modern
Jet,106078.64,6972.77,1000.0,437.7,27597.67,1729.98,1081.01,89863.83,0.62,13.13,23283.46,240,75.11,80.0,41723.84,26.04,Modern
Turboprop,23649.36,938.88,50.0,253.62,19237.06,1869.93,985.49,19087.8,0.49,11.89,6517.2,0,15.66,30.0,7110.57,11.44,Legacy
Jet,171510.07,2000.0,10000.0,501.09,31954.27,1539.65,843.32,138974.79,0.58,18.57,50508.94,60,68.17,80.0,49432.09,28.83,Modern
Jet,80655.22,15000.0,4533.37,382.28,34953.47,1446.91,842.33,70767.54,0.51,14.67,24084.86,330,50.41,30.0,20000.0,7.93,Legacy
Piston,5247.01,709.68,50.71,91.57,8625.81,697.8,388.27,4608.41,0.52,15.29,2385.85,0,23.07,15.0,100.0,18.88,Legacy
Jet,75331.6,2919.99,10000.0,393.04,38741.1,1981.61,1022.3,65513.41,0.6,15.66,28267.66,330,91.44,80.0,23947.87,11.5,Modern
Turboprop,7711.63,2052.41,1000.0,277.67,18968.1,2010.02,1266.46,6522.22,0.41,11.06,1965.19,0,2.44,15.0,1423.36,28.12,Modern
Jet,121238.18,6617.82,1000.0,482.96,31900.45,1321.96,688.47,110293.08,0.61,14.28,31043.32,120,59.92,80.0,34336.49,2.58,Modern
Jet,118240.13,4564.72,10000.0,616.42,36534.18,1964.42,1395.75,105650.35,0.5,17.41,27897.6,180,79.47,80.0,31846.51,11.76,Legacy
Jet,146497.05,2000.0,10000.0,344.2,39853.75,2346.45,1367.59,121960.45,0.73,13.87,34637.87,180,53.15,80.0,53303.08,36.39,Legacy
Jet,123371.22,11813.82,1000.0,469.69,34411.78,2120.95,1306.67,107738.05,0.53,11.09,25801.37,240,26.74,30.0,26862.86,3.87,Modern
Jet,83972.28,3228.63,3755.75,489.56,31830.34,1841.59,1099.73,70248.99,0.49,13.24,24590.42,240,73.13,80.0,29114.91,25.98,Modern
Jet,91648.52,7362.01,5264.43,408.96,34267.46,2747.06,1845.23,73451.35,0.54,14.22,23856.35,180,56.24,30.0,27885.91,18.86,Modern
Jet,118507.73,2000.0,1000.0,468.59,33503.98,2584.94,1525.68,108797.77,0.53,13.68,41465.41,240,49.99,30.0,32859.18,1.38,Modern
Jet,88995.36,2000.0,1000.0,407.22,35367.97,1747.94,1300.72,76375.86,0.58,16.61,19893.89,60,63.26,80.0,37570.82,19.2,Legacy
Jet,86347.08,6104.32,4459.39,432.11,33104.69,1805.31,1029.9,69571.28,0.63,16.39,40792.12,180,42.9,30.0,31313.87,37.48,Legacy
Jet,106804.15,15000.0,1000.0,532.53,36411.09,2313.97,1311.51,100594.91,0.61,11.6,39673.09,120,51.53,30.0,28605.95,31.64,Modern
Jet,142986.84,2638.77,1000.0,448.27,38515.43,2401.52,1559.66,127889.96,0.61,12.58,70125.62,330,65.68,80.0,33394.15,29.71,Modern
Piston,2681.33,463.09,20.0,121.08,11021.93,715.59,546.19,2152.48,0.54,15.12,1197.12,0,9.52,15.0,100.0,20.82,Modern
Turboprop,20960.41,500.0,1000.0,303.24,19845.49,1933.75,1509.87,18471.35,0.39,10.47,6749.25,0,41.98,15.0,3684.99,30.74,Modern
Turboprop,17787.07,1909.1,1000.0,183.42,19670.2,1519.75,762.9,16533.58,0.36,11.48,3560.54,0,24.89,15.0,1340.29,0.39,Legacy
Jet,136726.54,15000.0,1018.24,488.83,39989.68,2030.38,1224.83,120757.6,0.65,14.27,68092.94,330,87.11,80.0,35624.64,17.77,Legacy
Piston,5124.11,594.13,107.71,114.69,8729.92,1159.23,643.6,4105.59,0.43,10.64,2071.05,0,20.59,15.0,100.0,30.19,Legacy
Turboprop,14841.7,1141.75,1000.0,282.52,20069.75,1790.91,1323.76,13445.25,0.47,10.38,5392.46,0,14.0,30.0,2689.33,32.59,Modern
Turboprop,19158.91,2721.65,1000.0,277.12,20472.27,2038.55,1607.99,16319.27,0.43,12.22,9118.55,0,22.8,30.0,4283.43,0.22,Legacy
Jet,145433.27,7220.33,10000.0,485.9,32482.32,1726.0,1172.69,134609.76,0.45,14.03,66337.66,60,23.16,80.0,27917.8,33.56,Legacy
Piston,2687.35,1135.0,20.0,113.64,9814.81,748.13,448.6,2500.04,0.46,11.86,986.0,0,17.2,15.0,584.79,9.64,Modern
Turboprop,18939.73,3000.0,411.15,248.37,18506.21,1719.0,1327.65,16854.91,0.41,9.19,5974.29,0,5.97,30.0,3133.94,27.93,Modern
Turboprop,18995.68,500.0,50.0,237.03,20596.77,1337.03,912.5,16428.57,0.35,13.67,5003.97,0,13.38,15.0,2457.94,36.46,Modern
Jet,142934.96,7559.42,1000.0,384.38,34700.06,2137.5,1307.58,122186.17,0.23,12.95,60503.54,330,36.18,30.0,43976.96,20.5,Legacy
Jet,137884.54,7455.04,1871.76,432.97,31159.99,1648.59,1060.17,116042.57,0.56,15.87,28638.09,240,44.61,30.0,20000.0,27.14,Modern
Jet,159134.08,2000.0,1000.0,441.34,31248.15,1943.01,1018.62,139079.51,0.52,14.64,78222.58,120,57.48,80.0,54344.77,33.68,Modern
Jet,77280.73,3538.24,1000.0,501.58,36279.88,1775.13,1249.1,69911.08,0.51,15.36,21553.82,240,92.18,80.0,30455.39,0.09,Modern
Turboprop,23372.17,500.0,1000.0,264.63,18839.36,1254.65,730.15,20897.25,0.29,12.39,8807.05,0,27.59,30.0,7005.34,14.21,Legacy
Jet,105054.3,3339.16,10000.0,369.31,38268.87,1443.15,959.87,84724.02,0.57,18.23,36361.2,60,13.46,30.0,35759.22,17.84,Modern
Jet,96931.15,15000.0,1000.0,387.96,39849.74,1806.44,1397.26,90619.15,0.48,13.5,40344.87,240,38.57,30.0,35607.16,24.33,Modern
Jet,128679.49,2000.0,4285.49,481.09,33491.6,1933.78,1361.14,110546.77,0.47,17.89,31677.13,330,48.92,80.0,26563.3,29.56,Modern
Jet,94867.22,7296.06,1000.0,422.38,30822.04,1653.14,981.95,78013.41,0.68,13.02,24526.6,330,44.52,80.0,33867.79,15.3,Modern
Jet,43011.55,2000.0,2021.9,400.5,31144.29,1852.72,1210.49,37707.27,0.5,19.22,9502.21,60,67.86,80.0,20000.0,12.0,Modern
Turboprop,26469.82,550.66,1000.0,275.97,22044.86,1598.61,1143.83,22564.48,0.35,13.45,8448.28,0,46.18,30.0,11379.9,28.31,Legacy
Jet,94737.3,2000.0,6255.06,438.04,42016.56,1744.14,1097.11,76737.26,0.7,15.73,40564.27,240,66.85,30.0,26206.13,37.16,Legacy
Jet,52836.2,10071.4,1359.66,531.22,34906.27,2570.19,1431.98,43723.93,0.68,15.49,18939.53,60,75.81,80.0,20000.0,26.58,Legacy
Jet,80578.8,15000.0,10000.0,466.03,32210.11,1017.38,530.82,67836.52,0.54,13.9,34507.85,180,24.77,30.0,22624.63,32.83,Modern
Jet,76805.74,2000.0,1407.89,507.38,32739.45,1628.48,926.79,68735.41,0.67,16.71,27776.34,180,72.6,80.0,37138.25,38.04,Legacy
Jet,121518.98,2000.0,1000.0,370.03,39042.4,1467.07,790.81,105351.98,0.56,16.96,27063.78,240,40.38,80.0,36543.54,33.52,Modern
Turboprop,17517.35,1359.68,50.0,198.87,16038.53,1687.93,904.34,16030.76,0.46,11.62,3646.62,0,19.17,15.0,1097.27,33.21,Legacy
Turboprop,23724.75,500.0,862.39,264.15,20172.99,1932.6,1504.48,20237.62,0.46,12.49,6520.89,0,23.13,30.0,3723.19,23.91,Modern
Turboprop,24277.07,1629.3,1000.0,163.76,20376.6,1176.66,706.7,22418.7,0.35,12.21,10875.97,0,13.72,15.0,1000.0,11.03,Modern
Turboprop,7367.38,1406.2,50.0,228.56,20673.95,1652.61,851.6,6444.65,0.4,11.67,2400.13,0,18.61,15.0,2583.45,2.89,Modern
Jet,114609.54,12193.22,7969.15,471.05,36627.13,2039.48,1262.72,105328.93,0.63,16.14,48081.41,120,33.94,30.0,39466.68,20.56,Modern
Piston,6679.47,1500.0,200.0,134.61,8778.61,880.68,613.42,5391.5,0.54,12.48,2222.56,0,12.05,15.0,852.35,31.87,Legacy
Turboprop,22397.99,2532.42,50.0,236.69,17454.71,1549.89,1236.48,18329.25,0.37,11.48,7852.73,0,29.03,30.0,9291.67,19.51,Modern
Piston,5320.07,1500.0,200.0,112.95,10559.69,855.8,444.74,4768.77,0.5,9.82,1784.96,0,14.94,15.0,100.0,4.81,Legacy
Jet,107003.39,15000.0,10000.0,480.32,40586.14,1962.84,1330.3,91932.91,0.5,13.22,23105.7,240,48.89,30.0,20000.0,33.0,Legacy
Piston,4560.49,791.71,102.17,128.21,9593.69,736.03,458.79,3700.18,0.46,12.69,1918.82,0,11.66,15.0,100.0,10.18,Modern
Turboprop,22985.82,3000.0,1000.0,225.85,22748.64,1570.54,1075.74,20971.46,0.41,13.07,7166.54,0,33.0,15.0,2058.21,7.37,Modern
Turboprop,14946.24,629.55,1000.0,197.31,18168.89,1709.42,1186.12,13625.15,0.37,10.23,5289.68,0,32.34,30.0,1784.68,3.3,Modern
Jet,85170.82,3550.13,1000.0,432.96,36904.06,1416.44,959.97,73660.12,0.67,15.21,23095.2,60,45.68,30.0,27337.28,26.68,Modern
Turboprop,16860.14,3000.0,1000.0,278.47,19165.09,1764.13,1016.05,13905.12,0.4,10.05,6228.71,0,33.91,15.0,4196.7,9.32,Legacy
Piston,5678.49,406.38,20.0,124.86,10997.28,1080.39,723.08,5315.31,0.45,13.7,1667.39,0,22.29,8.0,690.04,22.42,Modern
Turboprop,21008.12,500.0,1000.0,258.82,21030.5,1554.34,865.39,17447.56,0.37,12.91,7715.6,0,16.55,15.0,4424.33,2.83,Modern
Jet,109322.76,15000.0,7160.35,523.69,36358.68,1924.41,1033.5,92789.9,0.67,16.91,28342.47,240,48.05,30.0,49415.9,30.14,Legacy
Piston,3390.46,300.0,20.0,119.63,9413.81,856.98,514.18,2721.89,0.38,10.17,1655.81,0,20.07,8.0,100.0,33.1,Legacy
Jet,153301.45,15000.0,7749.13,499.99,36200.97,2024.42,1156.11,123807.49,0.62,14.7,43831.04,60,51.77,80.0,57391.01,9.13,Legacy
Jet,145056.59,7268.29,10000.0,396.03,38443.95,2012.78,1018.95,116187.87,0.63,10.84,48312.79,240,43.52,30.0,60483.69,4.89,Modern
Jet,106295.39,14771.39,4666.32,485.58,35023.93,2466.03,1299.41,86069.99,0.61,15.61,36581.58,330,69.83,80.0,27663.08,33.91,Modern
Piston,5795.72,864.74,200.0,128.38,10418.66,993.97,782.74,4884.01,0.45,13.34,2333.82,0,14.62,15.0,882.2,7.95,Modern
Jet,159060.24,15000.0,1000.0,469.36,36926.23,2312.88,1556.58,137700.75,0.61,16.73,38591.83,330,39.59,30.0,52611.86,36.04,Modern
Jet,28780.13,2000.0,1000.0,394.24,36714.01,1672.1,973.03,25637.76,0.68,19.12,10328.87,180,75.3,30.0,20000.0,26.2,Modern
Turboprop,13435.72,500.0,50.0,284.63,18889.38,1300.17,819.71,12636.45,0.33,12.15,3000.11,0,29.44,15.0,1976.97,38.29,Legacy
Turboprop,20383.32,2951.68,901.03,230.1,17582.53,1617.05,1288.8,17880.03,0.36,14.13,9192.23,0,16.81,30.0,4678.17,16.84,Modern
Jet,106727.84,15000.0,1000.0,357.69,41295.14,2133.94,1130.27,91136.56,0.54,15.02,40058.59,330,63.98,30.0,20000.0,20.02,Modern
Piston,7820.98,1500.0,200.0,102.24,9474.39,955.83,613.21,6769.43,0.55,14.18,2336.47,0,27.94,15.0,1000.0,0.49,Modern
Piston,3424.46,593.57,200.0,146.78,9910.99,750.17,566.23,3066.32,0.41,9.71,1551.4,0,8.92,15.0,374.74,9.57,Modern
Jet,60909.16,2000.0,1423.74,414.74,34196.56,2764.09,1438.14,53839.85,0.47,17.77,27064.24,180,39.51,30.0,22637.11,7.91,Modern
Jet,63249.67,2000.0,10000.0,431.05,37622.65,1478.08,863.72,52773.3,0.52,13.4,30387.32,240,59.64,80.0,22547.26,16.85,Modern
Jet,94310.05,4542.0,10000.0,433.83,34435.14,3126.97,2226.3,78539.8,0.5,11.31,41647.52,180,31.81,30.0,26968.91,5.39,Modern
Jet,46604.35,2000.0,1000.0,531.64,30299.56,2359.82,1232.87,38396.45,0.66,15.0,14456.85,120,43.89,30.0,20000.0,9.29,Legacy
Jet,115394.75,11076.5,9237.16,473.9,36235.27,2203.94,1220.26,96344.74,0.56,15.21,28702.86,120,28.09,80.0,31953.71,30.03,Modern
Piston,2613.07,400.06,20.0,108.14,9847.18,893.9,463.12,2112.13,0.5,12.5,672.2,0,28.56,15.0,230.64,35.39,Modern
Turboprop,14034.32,976.75,879.45,288.3,20741.22,879.75,578.14,12091.84,0.32,11.17,2972.19,0,15.67,30.0,3701.26,36.03,Modern
Jet,83393.05,4173.23,10000.0,463.85,33433.67,2142.3,1710.62,68213.57,0.54,15.13,24243.34,240,36.79,30.0,23117.9,38.54,Modern
Jet,118084.57,2000.0,10000.0,466.82,37745.33,1911.65,1063.53,97082.62,0.59,15.45,52593.1,240,67.14,80.0,44098.78,3.28,Modern
Jet,83681.41,10570.32,1000.0,369.7,34438.44,2390.11,1663.71,68799.39,0.59,14.82,26838.91,330,43.91,80.0,35634.55,2.18,Modern
Jet,117199.75,15000.0,10000.0,425.18,35518.41,1814.99,1063.37,96915.59,0.72,15.48,25500.72,180,58.59,80.0,32683.11,17.6,Modern
Jet,92986.24,2000.0,1000.0,487.33,41572.42,2167.35,1358.76,85109.17,0.42,15.41,36106.15,240,54.9,30.0,22268.94,29.82,Modern
Turboprop,19491.27,2717.21,50.0,250.66,21657.35,920.72,728.2,16040.1,0.5,13.44,4316.11,0,41.1,15.0,6120.82,20.63,Modern
Piston,5437.57,300.0,20.0,66.6,9602.36,681.58,529.65,4475.52,0.49,9.48,2429.91,0,27.58,8.0,1000.0,24.12,Legacy
Jet,152890.32,15000.0,1000.0,415.2,31116.38,1568.29,1073.34,133679.42,0.55,11.52,52811.47,180,35.32,30.0,50335.1,22.9,Modern
Turboprop,16269.25,1079.63,50.0,280.98,20282.09,1940.19,1472.9,13275.83,0.35,12.71,3301.32,0,12.06,15.0,4313.91,31.8,Modern
Jet,82864.11,2000.0,10000.0,407.77,32948.37,2340.15,1719.79,71013.44,0.37,15.55,34800.09,120,54.22,30.0,35155.35,31.86,Modern
Turboprop,14504.08,1259.05,1000.0,251.07,21243.95,1467.17,749.48,12076.79,0.38,10.97,5770.45,0,11.61,15.0,1155.2,37.46,Modern
Jet,108938.98,15000.0,1000.0,433.94,39333.5,2593.8,1613.17,101379.38,0.64,15.26,27942.23,120,72.4,30.0,23586.6,0.62,Legacy
Jet,50750.18,2000.0,2681.48,435.59,35075.01,1575.61,1101.58,43126.87,0.48,16.59,10600.48,120,35.93,30.0,20000.0,34.74,Modern
Piston,3588.59,825.02,20.0,129.51,11213.91,1028.88,564.36,3029.78,0.5,13.8,969.01,0,34.83,15.0,100.0,20.59,Modern
Jet,119329.66,10618.88,10000.0,426.37,38576.14,2193.54,1739.64,99549.8,0.56,13.47,34654.0,240,113.87,30.0,29203.92,30.23,Modern
Turboprop,17639.63,500.0,1000.0,267.25,20069.82,1735.26,1312.86,16750.44,0.3,11.39,6837.0,0,17.07,30.0,1941.8,18.38,Modern
Jet,125198.28,2000.0,1000.0,449.55,38968.94,1769.45,1041.0,104481.97,0.52,19.24,54707.95,180,18.24,30.0,44667.36,32.78,Modern
Jet,75459.12,8549.05,5391.88,468.51,37645.83,2203.05,1525.87,62701.36,0.61,15.03,35594.02,120,55.54,30.0,20000.0,31.74,Modern
Jet,112966.17,9536.47,10000.0,460.79,34384.1,1296.95,867.45,94585.27,0.43,15.61,40810.29,240,38.1,80.0,37840.82,3.1,Legacy
Jet,142146.94,13265.52,10000.0,513.44,33420.68,1673.2,1050.67,114786.24,0.59,15.84,63922.61,180,10.84,80.0,56747.38,38.94,Modern
Turboprop,23452.45,2993.8,810.4,282.83,19680.71,1177.7,807.4,22082.37,0.38,10.45,6447.95,0,20.44,15.0,2532.15,9.57,Modern
Jet,65615.34,3253.62,1000.0,490.68,40360.93,2753.55,1930.54,52754.43,0.53,15.24,22857.02,240,74.41,80.0,20000.0,39.95,Modern
Turboprop,26865.97,3000.0,1000.0,223.38,23536.63,1467.6,900.6,24302.95,0.41,11.15,5915.27,0,24.63,30.0,9085.2,35.75,Modern
Turboprop,25617.94,500.0,50.0,297.08,18379.7,1250.04,851.61,20862.12,0.45,12.39,6442.14,0,1.44,15.0,6441.8,5.56,Legacy
Turboprop,19748.92,1490.39,1000.0,234.5,20839.38,1466.14,1160.08,18045.44,0.4,11.38,7370.22,0,27.85,19.41,5897.03,15.53,Legacy
Jet,57450.25,6731.02,7055.17,452.57,34923.09,2378.67,1356.45,49379.62,0.62,14.19,13689.01,180,30.85,30.0,23785.04,7.99,Modern
Piston,2877.43,300.0,20.0,80.77,10197.42,819.42,549.78,2351.0,0.51,10.6,901.92,0,22.03,15.0,736.02,39.39,Modern
Jet,139645.57,3220.23,10000.0,538.8,33126.0,1838.78,1455.75,122611.01,0.6,12.58,51594.79,120,21.37,30.0,55120.57,14.35,Modern
Jet,106090.69,2680.83,10000.0,377.83,36493.19,1947.49,1095.82,88105.12,0.47,17.22,42327.41,330,45.92,30.0,43878.74,29.75,Legacy
Jet,22161.23,2000.0,1000.0,553.43,34689.38,2620.03,1987.46,20025.48,0.46,13.52,5859.8,180,69.09,80.0,20000.0,26.49,Modern
Jet,117943.82,15000.0,1000.0,451.92,41165.86,2202.26,1539.22,98256.8,0.55,14.07,31140.6,120,58.63,30.0,20000.0,2.38,Modern
Jet,103024.94,15000.0,1712.12,435.95,39173.38,2861.28,1762.31,95863.6,0.61,13.34,50757.92,240,62.06,30.0,33152.44,26.42,Modern
Turboprop,21594.16,2657.26,66.64,253.19,20150.84,1184.99,848.07,17996.95,0.34,13.43,8888.25,0,40.15,15.0,3061.23,28.64,Modern
Jet,140566.02,13365.85,1000.0,452.03,34735.47,2439.63,1464.97,130411.46,0.38,13.87,45306.3,330,31.1,30.0,48776.72,15.38,Modern
Jet,103248.17,3618.43,1653.58,457.86,32020.71,2285.92,1321.6,84946.0,0.45,12.65,25031.54,330,16.65,30.0,31906.17,29.87,Modern
Turboprop,14011.61,500.0,50.0,221.67,19506.23,1297.9,720.54,12480.18,0.44,12.19,6001.64,0,20.08,30.0,3297.71,33.71,Modern
Jet,93246.89,10174.57,10000.0,563.6,34718.16,1127.9,582.9,76997.88,0.49,14.59,37305.08,180,52.21,80.0,25925.27,26.93,Modern
Jet,120642.11,15000.0,1000.0,357.68,36238.53,1046.54,797.98,112288.97,0.55,15.89,25293.57,60,20.19,30.0,27100.36,10.16,Modern
Jet,139443.14,5903.27,1000.0,526.7,34391.42,3041.53,1667.57,128021.82,0.39,12.86,67389.08,120,82.09,80.0,20000.0,22.94,Modern
Turboprop,8136.17,500.0,159.47,262.95,14486.44,1871.64,1273.0,6606.45,0.39,13.3,2814.02,0,12.47,15.0,2605.4,27.11,Legacy
Jet,107065.91,10007.37,1894.02,455.34,39330.35,1571.46,1157.28,86619.06,0.5,15.97,32845.45,60,27.17,80.0,40179.17,32.33,Modern
Jet,49075.71,6257.34,1000.0,528.99,33632.37,2050.82,1374.06,43768.7,0.53,12.16,19012.47,120,58.44,30.0,20000.0,39.28,Modern
Jet,131605.8,15000.0,1000.0,441.3,39977.2,1912.24,1303.81,109008.76,0.51,12.93,48759.81,60,74.52,80.0,38441.22,24.61,Modern
Turboprop,20633.4,2487.49,50.0,208.64,21704.09,1768.3,1268.13,17392.13,0.38,10.92,4576.41,0,20.04,30.0,5474.96,27.57,Modern
Turboprop,22438.36,1588.62,1000.0,282.56,22114.93,1459.31,1084.18,19055.77,0.35,12.76,6714.77,0,23.58,30.0,3497.14,39.4,Modern
Turboprop,20384.86,500.0,729.74,220.03,22326.25,900.6,541.08,19284.72,0.42,14.5,6912.83,0,22.63,30.0,4709.05,31.37,Modern
Jet,98615.71,9858.74,1888.54,399.29,34894.56,1953.25,1457.76,88919.55,0.44,12.56,23587.9,120,52.88,30.0,23596.95,0.7,Modern
Jet,71164.4,3820.97,10000.0,421.13,37794.66,2222.09,1121.32,65758.41,0.48,15.87,23652.44,180,30.76,30.0,27873.59,13.24,Legacy
Jet,119975.19,5433.18,1000.0,453.09,40321.5,2134.56,1368.96,98232.57,0.63,16.0,47664.88,330,59.38,80.0,46227.61,8.89,Legacy
Jet,91433.11,6252.66,10000.0,382.36,37175.26,2955.96,1965.15,85009.84,0.66,14.38,27100.92,60,75.92,30.0,30973.89,24.19,Legacy
Jet,94866.42,3761.29,1000.0,368.38,33881.61,2535.02,1691.93,76603.56,0.7,15.6,39210.98,240,53.66,30.0,33948.8,25.81,Modern
Jet,71164.41,2000.0,1000.0,354.45,36386.58,2171.84,1086.77,65850.55,0.7,16.7,23720.77,60,21.15,80.0,21210.58,23.93,Modern
Jet,157294.59,15000.0,1000.0,382.27,40142.91,1219.65,715.27,128433.93,0.57,12.53,40082.4,240,49.76,30.0,61254.51,39.42,Modern
Turboprop,17114.72,931.74,150.85,245.56,22585.94,1269.37,791.62,13928.48,0.4,12.67,6789.14,0,15.9,15.0,4955.8,17.05,Legacy
Jet,120760.49,2000.0,10000.0,528.66,29636.9,2465.2,1759.89,97860.47,0.57,14.2,50188.8,60,91.6,30.0,24929.03,26.19,Legacy
Turboprop,20704.28,3000.0,1000.0,253.63,19065.81,1527.38,1094.19,19160.43,0.37,14.23,8748.76,0,18.74,30.0,3334.52,39.77,Modern
Jet,69803.23,15000.0,1000.0,463.89,35774.24,1789.95,1398.46,58205.5,0.54,15.98,25478.13,330,72.17,80.0,21633.95,4.78,Modern
Jet,59797.0,2249.35,1000.0,390.88,31454.04,1577.71,807.96,55418.68,0.41,13.53,25692.86,120,52.56,30.0,20000.0,24.62,Legacy
Jet,112487.24,3033.24,1000.0,447.38,32022.19,2140.37,1225.79,105771.42,0.65,12.92,37042.64,60,65.6,30.0,47594.53,37.05,Modern
Jet,78687.67,7626.8,1000.0,402.96,32741.6,1187.03,625.94,73317.6,0.53,15.89,21301.8,330,41.64,80.0,34171.99,23.91,Legacy
Jet,83707.2,14130.49,10000.0,466.39,39112.35,2018.91,1049.77,79007.61,0.57,17.29,32344.18,330,44.96,30.0,20000.0,31.72,Modern
Jet,72043.59,2000.0,1000.0,462.75,37278.79,2248.68,1215.91,62217.29,0.61,14.68,35526.59,180,60.99,30.0,20000.0,1.49,Modern
Piston,5748.77,1500.0,20.0,91.76,11287.56,1033.59,544.32,4676.95,0.5,11.07,1884.52,0,34.36,15.0,947.22,28.34,Legacy
Turboprop,26564.87,569.27,50.0,206.69,19651.06,1663.39,920.01,21451.33,0.39,11.88,7701.73,0,9.88,30.0,8982.95,0.24,Modern
